loan_id,customer_id,loan_purpose,loan_amount,outstanding_balance,interest_rate,tenure_months,emi_amount,disbursal_date,loan_status
LN01557,CUST01557,Auto Loan,949000,611116.11,9.69,36,30483.63,2022-07-25,Active
LN01558,CUST01558,Personal Loan,394000,266436.29,13.7,60,9106.53,2023-01-16,Active
LN01559,CUST01559,Auto Loan,485000,233876.55,8.74,84,7739.36,2021-11-29,90+ DPD
LN01560,CUST01560,Home Loan,2820000,1924002.23,9.52,120,36521.0,2023-05-09,Active
LN01561,CUST01561,Home Loan,2846000,1967980.35,7.81,120,34244.77,2021-09-04,Active
LN01562,CUST01562,Auto Loan,1071000,649006.76,10.08,120,14200.83,2022-04-03,60 DPD
LN01563,CUST01563,Personal Loan,371000,275098.23,14.62,24,17921.64,2021-07-28,Active
LN01564,CUST01564,Home Loan,2030000,1433722.78,8.86,180,20420.89,2019-09-04,Active
LN01565,CUST01565,Home Loan,2214000,1416374.58,8.18,12,192776.69,2023-12-26,Active
LN01566,CUST01566,Auto Loan,166000,105356.0,9.18,36,5292.67,2019-12-04,30 DPD
LN01567,CUST01567,Home Loan,2442000,1575590.12,8.46,24,110958.08,2020-06-07,Active
LN01568,CUST01568,Personal Loan,267000,181017.92,13.27,180,3425.77,2022-11-29,Active
LN01569,CUST01569,Personal Loan,253000,169953.75,15.6,48,7118.37,2019-02-09,Active
LN01570,CUST01570,Personal Loan,230000,76250.58,12.86,48,6154.35,2021-11-19,Written-Off
LN01571,CUST01571,Education Loan,731000,467482.81,9.07,36,23269.43,2021-04-11,Active
LN01572,CUST01572,Home Loan,484000,351494.93,7.7,36,15099.91,2019-10-24,Active
LN01573,CUST01573,Business Loan,619000,452162.41,11.79,60,13703.72,2021-04-26,Active
LN01574,CUST01574,Auto Loan,1201000,770008.23,10.42,12,105821.73,2023-10-29,Active
LN01575,CUST01575,Personal Loan,389000,117398.32,12.74,60,8799.26,2019-10-30,Written-Off
LN01576,CUST01576,Business Loan,1092000,809255.74,12.28,84,19440.68,2021-01-01,Active
LN01577,CUST01577,Auto Loan,699000,230557.53,9.03,60,14520.27,2022-07-07,Written-Off
LN01578,CUST01578,Business Loan,824000,556987.38,12.75,120,12182.0,2020-08-28,30 DPD
LN01579,CUST01579,Personal Loan,185000,127461.26,13.13,36,6244.97,2020-03-07,Active
LN01580,CUST01580,Personal Loan,333000,219429.15,13.24,24,15868.99,2022-08-29,Active
LN01581,CUST01581,Personal Loan,372000,252641.86,14.63,84,7101.39,2021-06-07,Active
LN01582,CUST01582,Home Loan,1980000,1469182.94,8.15,120,24180.09,2019-08-30,Active
LN01583,CUST01583,Business Loan,455000,240718.05,12.32,60,10194.95,2020-12-31,60 DPD
LN01584,CUST01584,Auto Loan,840000,619813.37,10.56,120,11362.78,2023-04-01,Active
LN01585,CUST01585,Auto Loan,863000,601593.95,11.04,60,18780.93,2021-05-13,Active
LN01586,CUST01586,Business Loan,1250000,806726.27,12.26,36,41673.28,2020-05-06,Active
LN01587,CUST01587,Gold Loan,143000,79376.15,8.75,60,2951.12,2019-11-07,60 DPD
LN01588,CUST01588,Home Loan,881000,585746.53,8.08,36,27639.86,2021-07-20,Active
LN01589,CUST01589,Education Loan,316000,103553.91,9.75,60,6675.26,2020-10-20,Written-Off
LN01590,CUST01590,Personal Loan,416000,272334.65,12.89,24,19755.91,2019-05-26,Active
LN01591,CUST01591,Personal Loan,178000,132323.96,13.93,36,6077.57,2020-12-30,Active
LN01592,CUST01592,Gold Loan,181000,119689.66,9.16,120,2308.53,2021-09-16,Active
LN01593,CUST01593,Business Loan,694000,491840.65,11.07,24,32368.4,2021-07-12,Active
LN01594,CUST01594,Auto Loan,464000,339191.26,9.02,36,14759.4,2019-05-31,Active
LN01595,CUST01595,Personal Loan,464000,152556.04,13.57,240,5625.6,2020-04-07,Written-Off
LN01596,CUST01596,Auto Loan,1091000,631126.14,9.77,60,23057.25,2019-01-11,60 DPD
LN01597,CUST01597,Personal Loan,315000,215317.83,14.15,60,7354.02,2020-03-02,Active
LN01598,CUST01598,Home Loan,2137000,1386821.24,7.77,120,25668.72,2021-05-02,Active
LN01599,CUST01599,Personal Loan,393000,164060.04,14.09,60,9162.77,2021-06-14,NPA
LN01600,CUST01600,Home Loan,1315000,766313.1,9.11,36,41884.0,2019-10-28,60 DPD
LN01601,CUST01601,Personal Loan,409000,241902.15,12.55,48,10881.32,2019-02-08,60 DPD
LN01602,CUST01602,Auto Loan,1124000,823058.03,9.82,84,18555.36,2021-09-17,Active
LN01603,CUST01603,Home Loan,2936000,1433888.46,9.59,120,38135.95,2020-08-13,90+ DPD
LN01604,CUST01604,Education Loan,326000,243357.74,9.82,36,10491.57,2023-01-28,Active
LN01605,CUST01605,Home Loan,3643000,2585371.05,8.42,36,114865.54,2021-09-11,Active
LN01606,CUST01606,Personal Loan,328000,174676.74,14.19,48,8994.38,2022-03-21,60 DPD
LN01607,CUST01607,Personal Loan,287000,185136.67,13.11,60,6546.3,2021-10-15,Active
LN01608,CUST01608,Education Loan,355000,248074.47,9.24,36,11328.6,2021-07-29,Active
LN01609,CUST01609,Education Loan,329000,237166.5,9.63,120,4280.63,2022-08-08,Active
LN01610,CUST01610,Personal Loan,404000,258371.0,14.64,240,5212.68,2021-05-25,Active
LN01611,CUST01611,Home Loan,2443000,1563614.62,7.76,84,37785.67,2020-05-30,Active
LN01612,CUST01612,Auto Loan,682000,479144.57,10.38,240,6754.07,2020-12-05,Active
LN01613,CUST01613,Personal Loan,311000,189421.99,13.18,36,10505.8,2020-09-05,60 DPD
LN01614,CUST01614,Personal Loan,124000,89338.59,14.49,120,1962.0,2020-11-26,Active
LN01615,CUST01615,Home Loan,2483000,1625249.92,9.11,84,40087.93,2021-06-25,Active
LN01616,CUST01616,Home Loan,2495000,1615039.53,8.44,36,78691.66,2020-08-19,Active
LN01617,CUST01617,Home Loan,3621000,2393705.8,8.98,48,90074.35,2023-08-16,30 DPD
LN01618,CUST01618,Personal Loan,374000,272496.38,13.04,60,8517.31,2023-11-21,Active
LN01619,CUST01619,Personal Loan,191000,131578.79,12.99,84,3473.63,2020-07-15,Active
LN01620,CUST01620,Auto Loan,617000,395818.52,12.02,120,8859.29,2019-12-14,Active
LN01621,CUST01621,Personal Loan,394000,231913.31,13.2,60,9005.1,2020-07-17,60 DPD
LN01622,CUST01622,Business Loan,609000,416461.15,12.14,84,10796.16,2019-09-19,Active
LN01623,CUST01623,Personal Loan,453000,330392.97,13.19,36,15304.85,2022-08-18,Active
LN01624,CUST01624,Personal Loan,296000,157378.94,12.47,84,5299.9,2020-12-10,60 DPD
LN01625,CUST01625,Home Loan,2902000,2001265.57,7.68,60,58398.67,2023-10-16,Active
LN01626,CUST01626,Auto Loan,607000,422908.25,10.27,36,19663.22,2023-12-12,Active
LN01627,CUST01627,Auto Loan,604000,410165.89,8.87,180,6079.55,2023-07-12,Active
LN01628,CUST01628,Auto Loan,506000,308194.1,9.43,60,10609.64,2023-01-08,60 DPD
LN01629,CUST01629,Business Loan,1461000,1056778.35,12.52,84,26198.69,2019-10-16,Active
LN01630,CUST01630,Education Loan,589000,430495.16,9.68,60,12421.97,2021-04-28,Active
LN01631,CUST01631,Business Loan,710000,220210.74,11.67,180,8371.04,2022-11-05,Written-Off
LN01632,CUST01632,Home Loan,3029000,2062067.7,8.15,24,137200.78,2020-01-31,Active
LN01633,CUST01633,Personal Loan,385000,250235.43,12.68,60,8697.0,2019-10-14,Active
LN01634,CUST01634,Personal Loan,397000,297674.52,15.28,12,35885.02,2021-09-21,Active
LN01635,CUST01635,Auto Loan,759000,236067.32,9.21,36,24210.25,2020-06-29,Written-Off
LN01636,CUST01636,Personal Loan,315000,95375.9,14.31,36,10813.44,2019-02-01,Written-Off
LN01637,CUST01637,Education Loan,360000,237811.43,7.73,60,7253.07,2023-04-08,Active
LN01638,CUST01638,Personal Loan,420000,294756.04,14.2,120,6571.79,2023-06-26,Active
LN01639,CUST01639,Home Loan,3000000,2025788.08,9.28,60,62683.54,2023-05-24,Active
LN01640,CUST01640,Home Loan,3242000,2126575.29,7.75,60,65348.86,2020-07-05,Active
LN01641,CUST01641,Home Loan,1088000,750922.52,8.01,180,10403.78,2022-11-03,Active
LN01642,CUST01642,Home Loan,3217000,1865370.43,9.35,84,52331.8,2021-11-20,60 DPD
LN01643,CUST01643,Home Loan,2519000,1794251.79,7.59,24,113457.09,2022-11-20,Active
LN01644,CUST01644,Home Loan,3121000,1808632.12,8.85,36,99029.23,2021-10-02,30 DPD
LN01645,CUST01645,Auto Loan,448000,323672.75,9.46,12,39273.89,2019-10-25,Active
LN01646,CUST01646,Personal Loan,463000,307724.02,14.22,24,22278.12,2022-07-17,Active
LN01647,CUST01647,Home Loan,2011000,1490642.84,9.99,48,50994.5,2021-04-22,Active
LN01648,CUST01648,Personal Loan,404000,263843.88,12.7,84,7283.82,2020-11-30,Active
LN01649,CUST01649,Business Loan,939000,640809.02,12.47,36,31399.44,2023-02-11,Active
LN01650,CUST01650,Personal Loan,467000,314115.27,14.28,48,12827.15,2023-07-09,Active
LN01651,CUST01651,Gold Loan,163000,112922.94,7.4,48,3933.56,2022-06-02,Active
LN01652,CUST01652,Personal Loan,470000,286693.15,14.3,60,11009.31,2023-06-14,30 DPD
LN01653,CUST01653,Gold Loan,147000,86593.04,9.28,120,1884.48,2023-03-18,60 DPD
LN01654,CUST01654,Home Loan,1665000,528726.94,9.01,240,14991.15,2020-02-19,Written-Off
LN01655,CUST01655,Home Loan,2722000,1326595.85,7.04,60,53950.25,2023-01-02,90+ DPD
LN01656,CUST01656,Auto Loan,672000,501825.73,10.6,60,14477.21,2021-11-24,Active
LN01657,CUST01657,Gold Loan,123000,76155.72,8.85,84,1969.61,2019-01-27,30 DPD
LN01658,CUST01658,Education Loan,686000,447360.14,8.59,84,10894.9,2020-10-06,Active
LN01659,CUST01659,Personal Loan,178000,118841.78,14.06,60,4147.29,2022-01-03,Active
LN01660,CUST01660,Home Loan,3934000,2300182.14,9.15,84,63594.32,2021-08-04,60 DPD
LN01661,CUST01661,Personal Loan,283000,188749.32,13.44,60,6503.04,2021-01-12,Active
LN01662,CUST01662,Home Loan,1478000,1055373.73,8.79,240,13098.99,2020-08-26,Active
LN01663,CUST01663,Personal Loan,335000,248040.04,13.37,12,29979.47,2022-11-24,Active
LN01664,CUST01664,Home Loan,2637000,1624810.05,7.4,48,63636.77,2022-10-27,30 DPD
LN01665,CUST01665,Personal Loan,286000,188523.44,13.38,48,7726.71,2021-07-24,Active
LN01666,CUST01666,Business Loan,811000,582411.51,12.96,84,14736.05,2019-12-12,Active
LN01667,CUST01667,Home Loan,3486000,2394014.15,9.47,36,111617.98,2022-09-29,Active
LN01668,CUST01668,Personal Loan,349000,182430.18,12.84,48,9335.11,2019-07-15,60 DPD
LN01669,CUST01669,Home Loan,2136000,1360636.98,8.69,84,34031.17,2023-01-23,30 DPD
LN01670,CUST01670,Home Loan,2799000,1967145.51,8.56,60,57506.75,2019-07-29,Active
LN01671,CUST01671,Personal Loan,230000,133601.51,13.9,60,5339.78,2023-07-13,60 DPD
LN01672,CUST01672,Home Loan,3234000,2329183.06,8.54,48,79773.7,2021-08-31,Active
LN01673,CUST01673,Business Loan,1629000,832900.22,12.58,84,29264.02,2023-09-04,90+ DPD
LN01674,CUST01674,Personal Loan,400000,270223.73,13.17,60,9136.08,2020-06-11,Active
LN01675,CUST01675,Home Loan,2005000,1466618.11,9.38,120,25812.66,2020-09-20,Active
LN01676,CUST01676,Personal Loan,213000,158199.09,13.08,84,3884.16,2022-08-14,Active
LN01677,CUST01677,Home Loan,2574000,1728405.75,8.65,24,117179.61,2020-02-08,Active
LN01678,CUST01678,Home Loan,1293000,865283.55,9.03,60,26859.38,2019-07-09,Active
LN01679,CUST01679,Home Loan,3186000,2214948.6,8.67,12,278133.09,2022-10-27,Active
LN01680,CUST01680,Home Loan,2999000,1436446.77,7.0,48,71814.79,2019-04-17,NPA
LN01681,CUST01681,Auto Loan,668000,356343.02,10.24,48,17019.3,2020-10-29,60 DPD
LN01682,CUST01682,Education Loan,456000,316090.9,10.05,120,6038.71,2020-03-19,Active
LN01683,CUST01683,Personal Loan,290000,191211.23,13.74,36,9874.93,2022-08-13,Active
LN01684,CUST01684,Auto Loan,1028000,702753.84,10.75,60,22223.26,2022-11-09,Active
LN01685,CUST01685,Personal Loan,263000,178872.29,14.44,36,9045.02,2020-06-11,Active
LN01686,CUST01686,Home Loan,1603000,1124864.14,7.94,180,15263.63,2022-11-12,Active
LN01687,CUST01687,Personal Loan,230000,147521.2,12.13,60,5131.35,2022-08-26,Active
LN01688,CUST01688,Personal Loan,389000,283314.93,12.54,84,6979.76,2021-11-18,Active
LN01689,CUST01689,Home Loan,1779000,918776.0,8.56,60,36550.38,2020-12-12,90+ DPD
LN01690,CUST01690,Auto Loan,952000,713983.06,10.49,48,24369.82,2022-05-02,Active
LN01691,CUST01691,Education Loan,470000,254693.18,9.4,180,4879.54,2023-11-09,60 DPD
LN01692,CUST01692,Business Loan,462000,276231.47,10.89,60,10019.67,2020-10-25,60 DPD
LN01693,CUST01693,Home Loan,3062000,2162275.87,8.74,60,63176.4,2021-03-19,Active
LN01694,CUST01694,Home Loan,2296000,1523364.26,8.51,60,47117.02,2019-03-04,Active
LN01695,CUST01695,Home Loan,2779000,1193001.45,8.63,120,34649.14,2020-05-08,NPA
LN01696,CUST01696,Business Loan,813000,520153.29,13.45,24,38823.57,2019-09-27,Active
LN01697,CUST01697,Education Loan,685000,463161.64,10.15,48,17422.76,2023-07-20,Active
LN01698,CUST01698,Business Loan,1134000,837668.27,11.89,120,16197.58,2022-04-10,Active
LN01699,CUST01699,Personal Loan,495000,149217.68,12.44,12,44082.1,2023-09-03,Written-Off
LN01700,CUST01700,Personal Loan,364000,270055.04,14.58,60,8579.49,2022-02-26,Active
LN01701,CUST01701,Home Loan,2325000,1581478.02,7.09,48,55772.15,2021-06-04,Active
LN01702,CUST01702,Business Loan,741000,534147.93,11.77,36,24530.48,2019-12-19,Active
LN01703,CUST01703,Education Loan,287000,204225.29,8.54,60,5893.78,2020-10-01,Active
LN01704,CUST01704,Personal Loan,288000,205388.38,13.17,120,4329.08,2020-10-12,Active
LN01705,CUST01705,Personal Loan,292000,204163.08,13.43,60,6708.35,2019-05-28,Active
LN01706,CUST01706,Education Loan,739000,509713.67,8.45,24,33574.84,2021-01-30,Active
LN01707,CUST01707,Home Loan,2192000,1626312.36,7.0,48,52490.17,2022-01-07,Active
LN01708,CUST01708,Business Loan,1304000,931061.34,11.23,240,13664.44,2022-05-28,Active
LN01709,CUST01709,Personal Loan,290000,204926.65,12.42,24,13708.26,2020-02-09,Active
LN01710,CUST01710,Personal Loan,470000,261681.59,12.73,36,15775.1,2022-01-15,60 DPD
LN01711,CUST01711,Auto Loan,371000,245906.75,9.77,240,3523.88,2021-04-20,Active
LN01712,CUST01712,Auto Loan,984000,627501.49,11.22,120,13677.43,2020-02-08,Active
LN01713,CUST01713,Home Loan,2126000,1589888.5,8.02,84,33157.48,2019-04-27,Active
LN01714,CUST01714,Business Loan,1267000,915524.12,11.58,36,41828.82,2020-05-16,Active
LN01715,CUST01715,Gold Loan,221000,105984.38,8.92,36,7019.52,2023-08-08,NPA
LN01716,CUST01716,Personal Loan,268000,175957.98,14.03,36,9163.51,2023-06-30,30 DPD
LN01717,CUST01717,Personal Loan,201000,129166.96,13.95,60,4671.71,2023-06-03,Active
LN01718,CUST01718,Personal Loan,193000,132679.75,11.96,48,5078.64,2021-01-17,Active
LN01719,CUST01719,Personal Loan,223000,67709.73,12.66,12,19882.2,2019-06-23,Written-Off
LN01720,CUST01720,Business Loan,271000,197191.21,12.89,36,9116.71,2022-02-03,Active
LN01721,CUST01721,Home Loan,2329000,1104096.3,8.08,120,28355.74,2022-01-25,90+ DPD
LN01722,CUST01722,Home Loan,2987000,1728505.53,9.27,84,48468.38,2020-04-22,60 DPD
LN01723,CUST01723,Business Loan,1074000,764243.74,12.57,60,24201.04,2020-07-01,Active
LN01724,CUST01724,Home Loan,2216000,1131821.29,7.0,24,99216.04,2023-06-25,90+ DPD
LN01725,CUST01725,Education Loan,367000,270227.56,8.17,120,4485.76,2021-05-22,Active
LN01726,CUST01726,Home Loan,2072000,1490072.28,8.23,60,42241.13,2020-07-14,Active
LN01727,CUST01727,Gold Loan,163000,99658.84,9.32,60,3408.98,2022-12-16,30 DPD
LN01728,CUST01728,Education Loan,624000,380707.93,9.29,180,6437.12,2023-10-18,30 DPD
LN01729,CUST01729,Business Loan,551000,352644.41,11.84,12,48914.45,2023-06-13,Active
LN01730,CUST01730,Gold Loan,157000,116130.1,9.03,60,3261.35,2022-12-05,Active
LN01731,CUST01731,Home Loan,2699000,1752032.0,8.42,84,42634.18,2022-09-10,Active
LN01732,CUST01732,Personal Loan,215000,148651.25,13.47,24,10269.02,2021-05-30,Active
LN01733,CUST01733,Auto Loan,815000,566185.62,8.1,48,19934.81,2023-02-01,Active
LN01734,CUST01734,Education Loan,640000,440244.63,9.25,240,5861.55,2022-12-21,Active
LN01735,CUST01735,Home Loan,2072000,1183209.09,8.24,36,65158.6,2022-10-10,60 DPD
LN01736,CUST01736,Business Loan,740000,532460.35,11.15,60,16144.81,2019-11-22,Active
LN01737,CUST01737,Home Loan,4117000,2715476.21,7.89,84,63943.05,2019-01-09,Active
LN01738,CUST01738,Business Loan,1240000,800780.94,10.67,48,31850.09,2021-10-01,Active
LN01739,CUST01739,Personal Loan,316000,188637.45,13.81,48,8605.08,2022-01-19,60 DPD
LN01740,CUST01740,Personal Loan,239000,165665.93,12.58,24,11315.4,2020-12-05,Active
LN01741,CUST01741,Personal Loan,230000,149920.37,13.4,36,7794.0,2019-10-13,Active
LN01742,CUST01742,Home Loan,2930000,1894395.74,8.11,120,35719.52,2022-03-12,30 DPD
LN01743,CUST01743,Personal Loan,226000,149746.75,13.35,120,3421.24,2020-02-20,Active
LN01744,CUST01744,Personal Loan,222000,143568.61,14.23,48,6092.12,2020-12-24,Active
LN01745,CUST01745,Personal Loan,288000,192755.32,12.91,48,7713.46,2021-08-13,Active
LN01746,CUST01746,Education Loan,596000,399856.81,9.42,48,14950.63,2021-08-08,Active
LN01747,CUST01747,Personal Loan,459000,337456.41,14.01,48,12545.16,2023-07-14,Active
LN01748,CUST01748,Personal Loan,322000,216408.77,13.62,84,5966.89,2021-12-20,Active
LN01749,CUST01749,Business Loan,754000,546860.79,11.36,12,66766.45,2019-10-21,Active
LN01750,CUST01750,Education Loan,460000,323121.79,8.26,120,5644.47,2019-12-06,Active
LN01751,CUST01751,Home Loan,3478000,1442737.51,7.83,48,84630.88,2021-05-28,NPA
LN01752,CUST01752,Education Loan,680000,320738.15,9.65,120,8854.98,2021-03-29,90+ DPD
LN01753,CUST01753,Gold Loan,206000,133181.68,8.96,60,4272.22,2019-07-05,Active
LN01754,CUST01754,Business Loan,1304000,890198.3,12.51,84,23376.33,2022-01-20,Active
LN01755,CUST01755,Business Loan,1574000,1175168.06,11.73,120,22337.34,2022-06-08,Active
LN01756,CUST01756,Auto Loan,744000,489432.72,9.38,48,18649.01,2023-04-10,Active
LN01757,CUST01757,Home Loan,3064000,2071220.86,7.31,60,61120.01,2022-03-08,Active
LN01758,CUST01758,Auto Loan,531000,387498.1,9.03,60,11030.42,2021-05-31,Active
LN01759,CUST01759,Auto Loan,749000,551283.7,9.16,60,15606.23,2021-02-14,Active
LN01760,CUST01760,Home Loan,2704000,908834.14,9.55,60,56855.13,2021-03-12,Written-Off
LN01761,CUST01761,Home Loan,3091000,2132935.35,7.55,48,74809.13,2023-12-24,Active
LN01762,CUST01762,Personal Loan,244000,173361.61,12.56,48,6492.75,2020-10-23,Active
LN01763,CUST01763,Auto Loan,371000,255295.85,9.43,60,7779.01,2019-07-09,Active
LN01764,CUST01764,Home Loan,2064000,1512848.4,9.33,12,180815.86,2023-05-27,Active
LN01765,CUST01765,Personal Loan,396000,126331.23,13.88,180,5241.81,2019-12-19,Written-Off
LN01766,CUST01766,Business Loan,936000,318646.4,11.8,60,20726.33,2019-02-08,Written-Off
LN01767,CUST01767,Home Loan,2852000,2006063.99,7.23,48,68599.43,2022-01-01,Active
LN01768,CUST01768,Gold Loan,123000,85625.13,8.89,24,5613.02,2021-06-04,Active
LN01769,CUST01769,Personal Loan,394000,227955.9,14.06,60,9179.95,2019-01-22,60 DPD
LN01770,CUST01770,Home Loan,2421000,1622949.77,9.49,12,212270.54,2020-12-13,Active
LN01771,CUST01771,Home Loan,2410000,1051328.04,7.0,84,36373.36,2019-01-31,NPA
LN01772,CUST01772,Personal Loan,419000,276587.97,12.75,24,19870.86,2022-08-06,30 DPD
LN01773,CUST01773,Home Loan,3682000,2506328.95,8.44,84,58198.91,2021-04-15,Active
LN01774,CUST01774,Business Loan,1404000,998285.25,12.86,48,37568.32,2022-01-06,Active
LN01775,CUST01775,Education Loan,451000,321179.3,8.31,84,7099.24,2023-01-06,Active
LN01776,CUST01776,Business Loan,822000,604453.98,10.98,24,38304.01,2023-12-05,Active
LN01777,CUST01777,Auto Loan,509000,251923.2,9.49,24,23368.13,2022-12-31,90+ DPD
LN01778,CUST01778,Personal Loan,166000,111229.63,12.24,36,5532.62,2022-10-16,30 DPD
LN01779,CUST01779,Home Loan,1800000,629345.01,7.0,48,43103.24,2020-12-26,Written-Off
LN01780,CUST01780,Auto Loan,522000,342711.2,11.55,36,17225.89,2019-02-23,Active
LN01781,CUST01781,Auto Loan,435000,254022.96,9.66,24,20004.85,2020-01-06,60 DPD
LN01782,CUST01782,Personal Loan,163000,116718.7,12.84,48,4359.95,2023-05-25,Active
LN01783,CUST01783,Business Loan,609000,302032.12,10.91,84,10398.77,2019-04-07,90+ DPD
LN01784,CUST01784,Auto Loan,689000,462787.34,9.83,60,14581.65,2021-06-03,Active
LN01785,CUST01785,Business Loan,1132000,725119.32,11.42,180,13166.39,2020-06-13,Active
LN01786,CUST01786,Auto Loan,774000,548823.93,10.49,48,19813.28,2023-07-30,Active
LN01787,CUST01787,Personal Loan,253000,170273.35,12.5,48,6724.74,2023-07-29,Active
LN01788,CUST01788,Education Loan,448000,254923.41,9.34,84,7285.45,2022-11-18,60 DPD
LN01789,CUST01789,Home Loan,2775000,1469849.22,8.31,48,68150.39,2021-11-25,60 DPD
LN01790,CUST01790,Auto Loan,740000,475435.67,10.28,60,15824.96,2019-11-14,Active
LN01791,CUST01791,Personal Loan,351000,207763.32,13.21,180,4489.61,2022-10-25,60 DPD
LN01792,CUST01792,Home Loan,1778000,941893.52,8.82,60,36753.22,2021-12-10,60 DPD
LN01793,CUST01793,Personal Loan,456000,297747.16,13.59,60,10513.64,2019-10-14,Active
LN01794,CUST01794,Personal Loan,357000,250503.81,14.04,84,6698.08,2020-10-11,Active
LN01795,CUST01795,Home Loan,3057000,2200274.77,8.83,84,48920.98,2023-06-08,Active
LN01796,CUST01796,Education Loan,341000,217694.08,9.21,60,7113.4,2019-08-31,Active
LN01797,CUST01797,Personal Loan,202000,138822.28,14.68,24,9763.62,2022-08-07,Active
LN01798,CUST01798,Personal Loan,237000,167918.23,12.95,240,2768.2,2020-02-17,Active
LN01799,CUST01799,Personal Loan,366000,263715.63,14.58,48,10108.3,2019-08-10,Active
LN01800,CUST01800,Education Loan,326000,197305.97,10.22,48,8302.69,2021-11-20,60 DPD
LN01801,CUST01801,Home Loan,2835000,1812453.69,8.9,240,25325.19,2023-07-14,Active
LN01802,CUST01802,Personal Loan,431000,318334.75,13.36,120,6527.13,2021-05-21,Active
LN01803,CUST01803,Personal Loan,236000,176115.47,12.87,48,6316.07,2023-11-12,Active
LN01804,CUST01804,Business Loan,719000,528392.15,12.09,48,18965.82,2021-12-27,Active
LN01805,CUST01805,Personal Loan,234000,174154.38,13.58,84,4331.05,2021-09-20,Active
LN01806,CUST01806,Home Loan,2377000,1547035.6,8.35,48,58420.83,2021-02-23,Active
LN01807,CUST01807,Personal Loan,386000,235186.19,13.87,36,13168.21,2023-02-14,60 DPD
LN01808,CUST01808,Auto Loan,912000,659911.17,10.66,240,9203.45,2019-04-06,Active
LN01809,CUST01809,Home Loan,3099000,1999837.79,7.77,60,62495.98,2019-08-13,Active
LN01810,CUST01810,Business Loan,417000,297685.94,11.41,84,7230.27,2023-04-22,Active
